week,date,time,home_team,away_team,home_score,away_score,status,team,player,number,points,2pm,3pm,ftm,fta,fouls,forfeit_team
2,2026-09-26,13:00,Dragones,Fulgor,71,87,finished,Fulgor,Marc Martínez,14,1,0,0,1,2,3,
2,2026-09-26,13:00,Dragones,Fulgor,71,87,finished,Fulgor,Guillem Ortega,15,6,0,2,0,0,4,
2,2026-09-26,13:00,Dragones,Fulgor,71,87,finished,Fulgor,Dani Navarro,16,9,3,0,3,3,2,
2,2026-09-26,13:00,Dragones,Fulgor,71,87,finished,Fulgor,Dani Rodríguez,17,10,3,1,1,1,4,
2,2026-09-26,13:00,Dragones,Fulgor,71,87,finished,Fulgor,Hugo Martínez,18,1,0,0,1,1,1,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Dani Moreno,4,8,2,1,1,2,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Pau Ruiz,5,4,0,1,1,3,3,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Mario Sánchez,6,1,0,0,1,1,0,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Adrià Moreno,7,6,0,2,0,1,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Hugo Moreno,8,4,0,1,1,1,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Marc Torres,9,9,0,3,0,0,1,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Álvaro Jiménez,10,6,0,0,6,8,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Nico Ramírez,11,3,0,1,0,2,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Pau Fernández,12,9,0,2,3,4,4,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Hugo Serrano,13,2,1,0,0,0,3,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Sergio Rodríguez,14,7,0,0,7,9,4,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Carlos Gómez,15,2,1,0,0,0,4,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Carlos Martínez,16,1,0,0,1,3,3,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Nacho Martínez,17,6,0,1,3,4,3,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Cebras,Iker Moreno,18,3,0,1,0,0,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Nacho Pérez,4,2,1,0,0,1,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Lucas Rodríguez,5,2,0,0,2,2,1,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Adrià Ruiz,6,4,0,1,1,3,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Rubén Vidal,7,8,0,2,2,2,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Sergio Sánchez,8,5,1,0,3,3,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Rubén Ramírez,9,3,0,1,0,2,2,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Iker Martínez,10,5,0,1,2,4,4,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Pau Pérez,11,9,0,3,0,0,3,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Adrià Gómez,12,5,0,0,5,5,0,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Carlos Rodríguez,13,4,0,0,4,6,0,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Sergio Molina,14,10,2,2,0,1,3,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Sergio López,15,10,1,2,2,4,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Álvaro Vidal,16,7,2,0,3,3,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Éric Ortega,17,4,2,0,0,1,5,
3,2026-10-03,08:30,Cebras,Halcones,71,80,finished,Halcones,Rubén Torres,18,2,0,0,2,2,4,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Adrià Sánchez,4,2,0,0,2,2,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Iker García,5,3,1,0,1,1,4,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Rubén García,6,7,1,1,2,2,3,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Hugo Gómez,7,7,3,0,1,1,1,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Guillem García,8,4,0,1,1,1,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,César Martínez,9,5,0,1,2,2,1,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Nico Molina,10,3,0,0,3,3,0,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Hugo Ortega,11,4,0,1,1,1,3,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Sergio Martínez,12,2,1,0,0,1,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,César Navarro,13,2,0,0,2,2,1,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Sergio García,14,4,0,1,1,1,1,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Álvaro Rodríguez,15,5,1,1,0,0,0,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,César Castro,16,8,0,2,2,2,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Pau Ruiz,17,8,0,1,5,5,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Lobos,Mario García,18,4,0,1,1,2,2,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Lucas García,4,8,0,1,5,5,2,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Adrià Navarro,5,6,0,1,3,3,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Guillem Rodríguez,6,8,4,0,0,0,1,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Sergio Ramírez,7,3,1,0,1,1,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Javier Castro,8,1,0,0,1,1,0,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Pau Navarro,9,4,0,1,1,1,3,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Adrià Gómez,10,9,0,3,0,0,1,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Éric Ramírez,11,4,0,1,1,1,4,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Dani Martín,12,2,0,0,2,2,0,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Dani Rodríguez,13,7,0,2,1,1,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Pablo Ortega,14,8,2,1,1,1,3,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Javier Fernández,15,2,0,0,2,3,5,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Álvaro López,16,2,0,0,2,2,3,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Éric Navarro,17,4,0,1,1,1,2,
3,2026-10-03,10:00,Lobos,Toros,68,76,finished,Toros,Marc Pérez,18,8,1,2,0,0,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Iker García,4,3,1,0,1,1,2,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,César Jiménez,5,3,0,0,3,4,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Mario Navarro,6,9,0,3,0,0,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Nacho Pérez,7,1,0,0,1,1,0,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,César Navarro,8,5,0,1,2,4,4,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Sergio Sánchez,9,9,0,1,6,6,0,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Sergio Pérez,10,3,0,0,3,3,4,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Hugo Ramírez,11,2,1,0,0,0,0,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Álvaro Gómez,12,2,1,0,0,0,1,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Éric García,13,8,4,0,0,0,2,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Dani Molina,14,5,1,1,0,2,2,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Carlos Castro,15,4,0,1,1,2,5,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Pablo Molina,16,0,0,0,0,2,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,Marc López,17,8,1,2,0,2,0,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Vikingos,César Pérez,18,8,2,1,1,1,2,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Guillem García,4,10,2,1,3,3,0,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Bruno Moreno,5,4,0,1,1,1,1,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Hugo Ramírez,6,8,1,2,0,0,4,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Lucas Martín,7,2,1,0,0,0,5,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,César Jiménez,8,6,0,2,0,0,1,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Carlos Serrano,9,1,0,0,1,2,5,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,César Fernández,10,6,0,1,3,3,2,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Álvaro Gómez,11,9,2,0,5,7,0,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Sergio Rodríguez,12,5,1,0,3,3,2,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Nacho Jiménez,13,5,0,1,2,2,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Marc Martínez,14,7,3,0,1,1,4,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Guillem Ortega,15,3,0,1,0,0,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Dani Navarro,16,7,0,2,1,1,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Dani Rodríguez,17,9,2,1,2,2,3,
3,2026-10-03,11:30,Vikingos,Fulgor,70,89,finished,Fulgor,Hugo Martínez,18,7,1,0,5,5,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Pau Fernández,4,7,0,0,7,7,1,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Nico Pérez,5,1,0,0,1,2,0,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Carlos Gómez,6,3,1,0,1,3,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Éric Vidal,7,10,1,0,8,8,5,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Mario Jiménez,8,4,0,1,1,1,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Guillem Rodríguez,9,6,0,1,3,4,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Carlos Ortega,10,8,2,0,4,4,0,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Marc García,11,10,0,3,1,1,5,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Álvaro Molina,12,11,0,2,5,5,3,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Pau Ruiz,13,1,0,0,1,1,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Lucas Fernández,14,9,0,3,0,2,0,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Rubén Martínez,15,2,0,0,2,4,1,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Hugo Vidal,16,0,0,0,0,0,5,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Guillem Moreno,17,5,1,1,0,0,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Auroras,Carlos Molina,18,6,0,1,3,3,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Iker Navarro,4,1,0,0,1,1,3,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Rubén Molina,5,5,1,1,0,0,3,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,César Fernández,6,4,0,1,1,3,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Álvaro Navarro,7,4,0,0,4,4,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Adrià Navarro,8,10,1,2,2,2,5,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Adrià Rodríguez,9,4,0,1,1,1,1,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Marc Pérez,10,8,1,0,6,6,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Rubén Ramírez,11,3,0,1,0,0,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Álvaro García,12,10,2,0,6,7,1,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Carlos Gómez,13,9,2,1,2,4,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Sergio Fernández,14,3,0,1,0,0,3,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Hugo López,15,3,0,0,3,3,4,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Guillem Ortega,16,4,0,1,1,1,2,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Bruno Gómez,17,6,3,0,0,0,3,
3,2026-10-03,13:00,Auroras,Dragones,83,78,finished,Dragones,Éric Ortega,18,4,0,1,1,1,2,
